iter	Passed	Remaining
720	44801	17336
721	44889	17284
722	44963	17226
723	45040	17170
724	45153	17127
725	45245	17075
726	45337	17024
727	45431	16974
728	45518	16921
729	45607	16868
730	45701	16817
731	45798	16767
732	45891	16716
733	45941	16649
734	45988	16580
735	46027	16509
736	46066	16438
737	46104	16367
738	46147	16298
739	46199	16232
740	46256	16167
741	46309	16102
742	46368	16038
743	46420	15972
744	46470	15906
745	46521	15839
746	46566	15771
747	46612	15703
748	46638	15629
749	46684	15561
750	46727	15492
751	46750	15417
752	46795	15349
753	46841	15282
754	46890	15216
755	46935	15148
756	46988	15083
757	47040	15018
758	47093	14953
759	47145	14887
760	47196	14822
761	47242	14755
762	47288	14688
763	47333	14621
764	47388	14557
765	47477	14503
766	47568	14450
767	47658	14396
768	47743	14341
769	47842	14290
770	47943	14240
771	47992	14173
772	48033	14105
773	48075	14037
774	48123	13971
775	48166	13903
776	48202	13834
777	48274	13774
778	48361	13720
779	48412	13654
780	48464	13589
781	48519	13525
782	48571	13461
783	48624	13396
784	48675	13331
785	48727	13266
786	48778	13201
787	48832	13137
788	48868	13068
789	48924	13005
790	48975	12940
791	49024	12875
792	49072	12809
793	49129	12746
794	49182	12682
795	49235	12618
796	49285	12553
797	49341	12490
798	49398	12426
799	49455	12363
800	49500	12297
801	49552	12233
802	49604	12169
803	49657	12105
804	49710	12041
805	49788	11983
806	49870	11926
807	49977	11875
808	50049	11816
809	50104	11752
810	50159	11689
811	50212	11625
812	50264	11561
813	50315	11497
814	50368	11433
815	50421	11369
816	50469	11304
817	50514	11239
818	50560	11173
819	50585	11104
820	50603	11032
821	50658	10969
822	50722	10908
823	50808	10852
824	50903	10797
825	51007	10744
826	51108	10691
827	51200	10635
828	51295	10580
829	51387	10525
830	51474	10468
831	51604	10420
832	51708	10366
833	51756	10301
834	51794	10234
835	51839	10169
836	51888	10104
837	51937	10040
838	51987	9976
839	52034	9911
840	52082	9846
841	52130	9782
842	52177	9717
843	52244	9656
844	52329	9598
845	52417	9541
846	52508	9485
847	52590	9426
848	52684	9370
849	52775	9313
850	52866	9256
851	52951	9198
852	53051	9142
853	53144	9085
854	53235	9028
855	53326	8970
856	53415	8913
857	53506	8855
858	53594	8797
859	53681	8738
860	53771	8680
861	53830	8617
862	53871	8551
863	53915	8486
864	53967	8422
865	54005	8356
866	54048	8291
867	54092	8226
868	54123	8158
869	54174	8095
870	54261	8036
871	54352	7978
872	54449	7921
873	54501	7857
874	54549	7792
875	54596	7728
876	54643	7663
877	54691	7599
878	54774	7540
879	54859	7480
880	54946	7421
881	55050	7365
882	55120	7303
883	55209	7244
884	55296	7185
885	55383	7126
886	55473	7067
887	55558	7007
888	55642	6947
889	55738	6889
890	55833	6830
891	55928	6771
892	56031	6713
893	56136	6655
894	56203	6593
895	56260	6530
896	56318	6466
897	56374	6403
898	56432	6340
899	56490	6276
900	56552	6213
901	56610	6150
902	56674	6087
903	56720	6023
904	56768	5959
905	56814	5894
906	56860	5830
907	56903	5765
908	56952	5701
909	57008	5638
910	57077	5576
911	57138	5513
912	57185	5449
913	57231	5385
914	57277	5320
915	57325	5256
916	57383	5193
917	57441	5130
918	57498	5067
919	57557	5005
920	57610	4941
921	57669	4878
922	57742	4817
923	57803	4754
924	57863	4691
925	57931	4629
926	57992	4566
927	58058	4504
928	58115	4441
929	58173	4378
930	58232	4315
931	58292	4253
932	58376	4192
933	58456	4130
934	58539	4069
935	58630	4008
936	58713	3947
937	58794	3886
938	58874	3824
939	58933	3761
940	58976	3697
941	59022	3634
942	59069	3570
943	59128	3507
944	59189	3444
945	59248	3382
946	59305	3319
947	59364	3256
948	59419	3193
949	59479	3130
950	59534	3067
951	59595	3004
952	59683	2943
953	59778	2882
954	59869	2821
955	59963	2759
956	60055	2698
957	60145	2636
958	60242	2575
959	60331	2513
960	60422	2452
961	60509	2390
962	60599	2328
963	60687	2266
964	60784	2204
965	60873	2142
966	60970	2080
967	61071	2018
968	61135	1955
969	61185	1892
970	61226	1828
971	61271	1765
972	61323	1701
973	61400	1639
974	61447	1575
975	61491	1512
976	61538	1448
977	61583	1385
978	61629	1321
979	61672	1258
980	61714	1195
981	61760	1132
982	61804	1068
983	61853	1005
984	61938	943
985	62025	880
986	62123	818
987	62220	755
988	62310	693
989	62404	630
990	62497	567
991	62599	504
992	62691	441
993	62785	378
994	62876	315
995	62963	252
996	63048	189
997	63131	126
998	63233	63
999	63322	0
